OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
7813,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,60000,Sunday,Y,Greenbelt SouthEast,Ward 10 - Gloucester-Southgate,Sector 33,6/19/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"HIGHWAY 417,HWY417 IC108 RAMP51",East,5050126.04,Evening,Jessica Bradley,500,2300,375969.0917,5028037.8221
7814,2018,LAND ROVER,,Automobile,WHI,,Wednesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/31/2023 5:00:00 AM,8/30/2023 5:00:00 AM,2023,"HIDDEN OAKS WAY, MAGPIE STREET",East,5050126.08,Evening,Steve Desroches,900,2000,375381.9297,5019581.1562
7815,2010,BMW,,Automobile,BLK,,Monday,Y,Pierces Corners,Ward 21 - Rideau-Jock,Sector 12,6/19/2023 5:00:00 AM,6/19/2023 5:00:00 AM,2023,"GALLAGHER RD, HARNETT RD",West,5050200.01,Evening,David Brown,200,2200,362457.8156,4990770.2187
7816,2022,DODGE,RAM 1500 PU,Truck,WHI,,Wednesday,Y,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,8/31/2023 5:00:00 AM,8/30/2023 5:00:00 AM,2023,"CORDILLERA ST, CANADIAN SHIELD AVE",West,5050160.06,Afternoon,Cathy Curry,400,1700,351520.8913,5019568.4252
7817,2008,FORD,F350,Truck,RED,,Sunday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/19/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"SOLARIUM AVE,UNISON ST",East,5050126.04,Afternoon,Steve Desroches,1400,1200,368728.6723,5013627.4386
7818,2016,FORD,CRESTLINE,Van,WHI,,Thursday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,8/31/2023 5:00:00 AM,8/31/2023 5:00:00 AM,2023,"HIGHWAY 417, HWY 417 ST.LAURE IC115R36",Central,5050012.00,Night,Rawlson King,1900,100,372023.9134,5031472.5664
7819,2014,LAND ROVER,,Suv,BLU,,Sunday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,6/19/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"CAHILL DR, VERDON PRIV W, PATOLA PRIV W",East,5050001.06,Evening,Jessica Bradley,100,1800,371939.9241,5024798.5155
7820,2015,HYUNDAI,,Automobile,BLK,,Friday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,9/1/2023 5:00:00 AM,9/1/2023 5:00:00 AM,2023,"ALTA VISTA DR, EDGE HILL PL",East,5050005.00,Evening,Marty Carr,200,2300,370372.9707,5026292.4783
7821,2023,HYUNDAI,SANTA FE,Suv,GRY,,Sunday,Y,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,6/19/2023 5:00:00 AM,6/4/2023 5:00:00 AM,2023,"ENTERPRISE AVE, TRADE ST",West,5050130.01,Morning,Sean Devine,1200,1100,365623.895,5021301.4884
7822,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,,Friday,N,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/1/2023 5:00:00 AM,9/1/2023 5:00:00 AM,2023,"SOVEREIGN AVE, CRAIG HENRY DR",West,5050135.01,Night,Sean Devine,600,300,362988.8814,5021885.4914
7823,2007,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,RED,,Saturday,N,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,6/19/2023 5:00:00 AM,4/1/2023 5:00:00 AM,2023,"HUNT CLUB RD, MAC ST",East,5050001.04,,Jessica Bradley,1400,,371196.9385,5023807.6175
7824,2014,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,WHI,,Thursday,N,Russell - Edwards,Ward 22 - Riverside South-Findlay Creek,Sector 37,9/1/2023 5:00:00 AM,8/31/2023 5:00:00 AM,2023,"ALVAREZ LANE, RATHBURN LANE",East,5050126.09,Evening,Steve Desroches,1000,1800,376183.0255,5020719.0525
7825,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLU,,Monday,Y,Bayshore,Ward 7 - Bay,Sector 14,6/19/2023 5:00:00 AM,6/19/2023 5:00:00 AM,2023,"WOODRIDGE CRES, 220 W OF BAYSHORE DR, BAYSHORE SC",West,5050138.00,Morning,Theresa Kavanagh,1100,1000,359039.4108,5023374.9643
7826,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,SIL,,Friday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,9/1/2023 5:00:00 AM,9/1/2023 5:00:00 AM,2023,"HEATHERINGTON RD,ALBION-HEATHERINGTON REC CENTRE",East,5050001.09,Night,Jessica Bradley,500,500,371501.9201,5026252.5264
7827,2017,HYUNDAI,,Automobile,BLK,,Sunday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/19/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"WILDMINT SQ, WILDMINT SQ",East,5050126.06,Evening,Steve Desroches,1000,2200,368692.1633,5015668.5624
7828,2006,SUBARU,,Automobile,SIL,,Thursday,Y,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,9/1/2023 5:00:00 AM,8/31/2023 5:00:00 AM,2023,"CEDARCROFT CRES, MARIGOLD CRES N",East,5050122.02,Morning,Tim Tierney,800,1100,374326.639,5032232.8473
7829,2011,,,Atv (4 Wheeler),RED,,Monday,Y,Corkery,Ward 5 - West Carleton-March,Sector 11,6/19/2023 5:00:00 AM,6/19/2023 5:00:00 AM,2023,"JOHN KENNEDY WAY, OLD ALMONTE RD",West,5050300.02,Night,Clarke Kelly,800,300,335856.6529,5010291.4863
7830,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,49000,Thursday,Y,Manotick West,Ward 21 - Rideau-Jock,Sector 12,9/1/2023 5:00:00 AM,8/31/2023 5:00:00 AM,2023,"SPINDRIFT CIR, TRESTLE ST",West,5050201.00,Evening,David Brown,700,2300,369690.7566,5008692.3582
7831,2017,FORD,SPECIAL,Automobile,GRY,,Tuesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,6/20/2023 5:00:00 AM,6/20/2023 5:00:00 AM,2023,"NAUGHTON ST, PRINCE ALBERT ST",Central,5050012.00,Morning,Rawlson King,800,800,371341.9094,5031995.5713
7832,2018,HYUNDAI,SANTA FE,Automobile,WHI,,Friday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,9/2/2023 5:00:00 AM,9/1/2023 5:00:00 AM,2023,"NELSON ST, YORK ST",Central,5050053.00,Evening,Stéphanie Plante,1000,2100,368526.8978,5032702.5833
7833,2020,,,Trailer,GRY,,Tuesday,N,Carp,Ward 5 - West Carleton-March,Sector 11,6/20/2023 5:00:00 AM,6/20/2023 5:00:00 AM,2023,"CARDEVCO RD, WESCAR LANE",West,5050300.01,Night,Clarke Kelly,1000,100,345813.7552,5017051.4599
7834,2009,,,Trailer,BLK,,Monday,N,Russell - Edwards,Ward 20 - Osgoode,Sector 37,9/2/2023 5:00:00 AM,6/19/2023 5:00:00 AM,2023,"LEMON LEAF LANE,CHAMOMILE WAY",East,5050126.04,Afternoon,George Darouze,1500,1300,376468.7508,5021155.6864
7835,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Tuesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/21/2023 5:00:00 AM,6/20/2023 5:00:00 AM,2023,"HAZELNUT CRES, VERBENA CRES",East,5050126.07,Evening,Steve Desroches,0,2000,373992.6197,5019314.0224
7836,2006,PONTIAC,G6,Automobile,GRY,,Sunday,Y,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,9/3/2023 5:00:00 AM,9/3/2023 5:00:00 AM,2023,"LABELLE ST, LEMIEUX ST, HWY 417 ST.LAURE IC115R61, ST. LAURENT SC RAMP",East,5050122.01,Afternoon,Tim Tierney,200,1500,372541.0636,5031689.4459
7837,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Wednesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/21/2023 5:00:00 AM,6/21/2023 5:00:00 AM,2023,"BUTTONBUSH WAY, FLAT SEDGE CRES",East,5050126.07,Night,Steve Desroches,0,0,375304.1102,5020767.1101
7838,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Suv,GRY,,Friday,Y,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/4/2023 5:00:00 AM,9/1/2023 5:00:00 AM,2023,"CRAIG HENRY DR, IVYLEA ST, WOODVALE GR",West,5050135.01,Evening,Sean Devine,1300,1800,363035.8814,5021801.4903
7839,2013,DODGE,,Van,BLU,,Tuesday,N,Hunt Club East - Western Community,Ward 16 - River,Sector 35,6/21/2023 5:00:00 AM,6/20/2023 5:00:00 AM,2023,"PAUL ANKA DR, UPLANDS DR",East,5050002.05,Evening,Riley Brockington,200,2100,369457.9136,5023574.5079
7840,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,WHI,35000,Monday,Y,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,9/4/2023 5:00:00 AM,9/4/2023 5:00:00 AM,2023,"HUMPHREY WAY, SHAW CRT",West,5050160.05,Morning,Allan Hubley,900,900,352190.8082,5018036.4565
7841,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,WHI,,Thursday,N,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/5/2023 5:00:00 AM,8/31/2023 5:00:00 AM,2023,"CRAIG HENRY DR, IVYLEA ST, WOODVALE GR",West,5050135.01,Afternoon,Sean Devine,1100,1200,363035.8814,5021801.4903
7842,2016,JEEP (1989 AND AFTER),,Suv,GRY,,Monday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,9/5/2023 5:00:00 AM,9/4/2023 5:00:00 AM,2023,"FAWN VALLEY PRIV, MEANDERING BROOK DR",East,5050123.04,Evening,Jessica Bradley,1100,2300,373233.6509,5022730.2375
7843,2018,HYUNDAI,,Automobile,BLK,,Tuesday,Y,Bells Corners East,Ward 8 - College,Sector 15,6/21/2023 5:00:00 AM,6/20/2023 5:00:00 AM,2023,"HADLEY CIR, HADLEY CIR",West,5050136.01,Evening,Laine Johnson,1100,1800,357210.8466,5020316.4748
7844,2014,"HONDA/AMERICAN HONDA MOTOR CO.,",ODYSSEY(MINIVAN),Automobile,SIL,,Monday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,9/5/2023 5:00:00 AM,9/4/2023 5:00:00 AM,2023,"LYON ST S, RENFREW AVE",Central,5050036.00,Evening,Shawn Menard,600,2100,367886.948,5029857.157
7845,2018,MAZDA,,Automobile,BLU,,Wednesday,Y,West Centertown,Ward 14 - Somerset,Sector 22,6/22/2023 5:00:00 AM,6/21/2023 5:00:00 AM,2023,"GLADSTONE AVE, CAMBRIDGE ST E",Central,5050042.00,Evening,Ariel Troster,600,2100,367068.0285,5030035.149
7846,2015,,,Atv (4 Wheeler),RED,,Monday,Y,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,9/5/2023 5:00:00 AM,9/4/2023 5:00:00 AM,2023,"GRENFELL CRES, SLACK RD",West,5050130.01,,Sean Devine,1900,,365825.8949,5020852.4846
7847,,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BLK,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/22/2023 5:00:00 AM,6/22/2023 5:00:00 AM,2023,"CREEKVIEW WAY, ROCKROSE WAY",East,5050126.07,Night,Steve Desroches,700,200,374149.9994,5019584.9734
7848,2015,"HONDA/AMERICAN HONDA MOTOR CO.,",,Motorcycle,RED,,Wednesday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,9/6/2023 5:00:00 AM,9/6/2023 5:00:00 AM,2023,"HAMILTON AVE N, TYNDALL ST",Central,5050043.00,Night,Jeff Leiper,1300,400,365186.8914,5028980.552
7849,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,,Wednesday,Y,Manotick West,Ward 21 - Rideau-Jock,Sector 12,6/22/2023 5:00:00 AM,6/21/2023 5:00:00 AM,2023,"CHRISCRAFT WAY, TRESTLE ST",West,5050201.00,Evening,David Brown,500,2000,369680.0772,5008771.4328
7850,2007,NISSAN,,Automobile,BLU,,Tuesday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,9/6/2023 5:00:00 AM,9/5/2023 5:00:00 AM,2023,"FINCH PRIV, PINSON PRIV",East,5050002.05,Evening,Riley Brockington,900,2100,369774.9143,5023440.5059
7851,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,WHI,,Sunday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,6/22/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"COBOURG ST, HENEY ST",Central,5050053.00,Afternoon,Stéphanie Plante,1400,1400,368991.8988,5032990.5852
7852,2015,MITSUBISHI,LANCER,Automobile,BLK,,Wednesday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 16 - River,Sector 34,9/6/2023 5:00:00 AM,9/6/2023 5:00:00 AM,2023,"ALBION RD, HEATHERINGTON RD",East,5050001.10,Night,Riley Brockington,1300,400,371119.9183,5026145.5265
7853,2020,CHEVROLET,SILVERADO,Automobile,GRY,60000,Wednesday,N,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/22/2023 5:00:00 AM,6/21/2023 5:00:00 AM,2023,FRONTIER PATH PRIV,East,5050122.03,Evening,Tim Tierney,1500,2300,374279.6925,5032677.769
7854,2012,CHEVROLET,IMPALA,Automobile,BLK,,Monday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,9/6/2023 5:00:00 AM,9/4/2023 5:00:00 AM,2023,"BRUYERE ST, CUMBERLAND ST",Central,5050056.00,Evening,Stéphanie Plante,100,2300,367999.896,5032960.5863
7855,2020,JAGUAR,,Suv,BLK,,Wednesday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,6/22/2023 5:00:00 AM,6/21/2023 5:00:00 AM,2023,"KILSPINDIE RIDGE, LOCHHOUSE WALK",West,5050141.04,Evening,David Hill,1200,2200,366595.0233,5012881.9523
7856,2008,"HONDA/AMERICAN HONDA MOTOR CO.,",ODYSSEY(MINIVAN),Van,BLU,,Wednesday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,9/6/2023 5:00:00 AM,9/6/2023 5:00:00 AM,2023,"EGLISE, RUE DE L, MUTUAL ST",Central,5050061.00,Night,Stéphanie Plante,700,100,371437.9075,5032908.5793
7857,2022,HYUNDAI,,Automobile,BLK,,Friday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/23/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"ARLINGTON AVE, BANK ST",Central,5050038.00,Night,Ariel Troster,300,300,368010.3115,5030341.7563
7858,2021,JEEP (1989 AND AFTER),WRANGLER,Suv,WHI,,Tuesday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,9/6/2023 5:00:00 AM,9/5/2023 5:00:00 AM,2023,"PACER PL, STABLE WAY",West,5050161.03,Evening,Allan Hubley,400,2300,354708.8227,5016455.4405
7859,2019,NISSAN,,Suv,WHI,,Tuesday,N,Stittsville,Ward 6 - Stittsville,Sector 13,6/23/2023 5:00:00 AM,5/30/2023 5:00:00 AM,2023,"HIGHWAY 417, HWY 417 PALLADI IC142R35",West,5050300.01,Afternoon,Glen Gower,1100,1200,348943.6799,5017212.5053
7860,2023,JEEP (1989 AND AFTER),,Automobile,GRY,88000,Thursday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,9/7/2023 5:00:00 AM,9/7/2023 5:00:00 AM,2023,"CHARLEMAGNE BLVD, WATTERS RD",East,5050170.12,Morning,Matthew Luloff,700,700,384559.9484,5038047.5668
7861,2023,TESLA,,Automobile,RED,,Friday,N,West Centertown,Ward 14 - Somerset,Sector 22,6/23/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"CARLING AVE, 130m WEST OF PRESTON ST",Central,5050035.00,Morning,Ariel Troster,1000,800,366728.2402,5028871.6238
7862,2023,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,GRY,,Thursday,Y,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/7/2023 5:00:00 AM,9/7/2023 5:00:00 AM,2023,"BAINBRIDGE AVE, BAINBRIDGE AVE, BAINBRIDGE AVE",West,5050135.01,Night,Sean Devine,400,400,361345.7527,5021348.6496
7863,2016,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,PLE,2500,Friday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/23/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"GRAMMOND CIRC, GRAMMOND CIRC",East,5050171.12,Evening,Catherine Kitts,200,2200,383550.0165,5034761.7412
7864,2023,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,WHI,,Thursday,N,Rockcliffe - Manor Park,Ward 13 - Rideau-Rockcliffe,Sector 25,9/8/2023 5:00:00 AM,9/7/2023 5:00:00 AM,2023,"JUSTIN AVE, LONSDALE RD",Central,5050059.00,Evening,Rawlson King,600,2100,370506.8997,5034842.5998
7865,,KAWASAKI MOTORS CORP. / SNOJET,,Motorcycle,GRY,,Friday,Y,Billings Bridge - Alta Vista,Ward 17 - Capital,Sector 34,6/23/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"BROOKFIELD RD EAST, JUNCTION AVE",East,5050004.00,Morning,Shawn Menard,1400,900,369265.9107,5026339.5285
7866,2023,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,BLK,,Friday,N,Rockcliffe - Manor Park,Ward 13 - Rideau-Rockcliffe,Sector 25,9/8/2023 5:00:00 AM,9/8/2023 5:00:00 AM,2023,"LAKEWAY DR, PLACEL RD",Central,5050110.00,Night,Rawlson King,1000,500,369956.8968,5035180.6049
7867,2022,LAND ROVER,,Suv,BLK,,Friday,Y,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,6/24/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"MCCLELLAN RD, MIDLAND CRES N",West,5050135.02,Evening,Sean Devine,900,1800,361047.8697,5020673.4796
7868,2014,CHEVROLET,,Automobile,BLU,,Friday,Y,Tanglewood,Ward 9 - Knoxdale-Merivale,Sector 17,9/8/2023 5:00:00 AM,9/8/2023 5:00:00 AM,2023,"BROCKINGTON CRES W, MEDHURST DR W",West,5050130.02,Afternoon,Sean Devine,1600,1600,363559.8844,5021893.4914
7869,2018,JAGUAR,,Automobile,WHI,,Saturday,Y,Qualicum - Redwood Park,Ward 8 - College,Sector 15,6/24/2023 5:00:00 AM,6/24/2023 5:00:00 AM,2023,"BEAUMARIS DR, BRIAN CRES",West,5050137.03,Morning,Laine Johnson,700,600,359787.4699,5022869.2971
7870,2018,VOLKSWAGEN,TIGUAN,Suv,BLK,25000,Friday,Y,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,9/9/2023 5:00:00 AM,9/8/2023 5:00:00 AM,2023,"MANORHILL PRIV N, VIRGINIA DR",East,5050007.03,Evening,Marty Carr,600,2100,371835.7443,5027550.4432
7871,2018,JEEP (1989 AND AFTER),CHEROKEE,Automobile,WHI,,Saturday,Y,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,6/24/2023 5:00:00 AM,6/24/2023 5:00:00 AM,2023,"HEMLOCK RD,CODD'S RD",East,5050062.02,Evening,Rawlson King,200,2000,372527.2731,5035155.5498
7872,,,,Trailer,SIL,,Saturday,N,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,9/9/2023 5:00:00 AM,9/9/2023 5:00:00 AM,2023,"ANTARES DR, CAPELLA CRT",West,5050130.01,Morning,Sean Devine,1100,1100,366788.9007,5021768.4924
7873,2018,MERCEDES-BENZ,,Automobile,WHI,,Friday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/24/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"CANOTEK RD, RAINBOW ST",East,5050120.02,Evening,Tim Tierney,1100,2200,376228.9196,5035169.5846
7874,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,GRY,,Saturday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,9/9/2023 5:00:00 AM,9/9/2023 5:00:00 AM,2023,"LAMPREY ST, SOLDATS-RIENDEAU, DES ST",West,5050141.25,Morning,David Hill,700,700,364736.2836,5011660.0723
7875,2012,DODGE,,Van,BGE,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,6/24/2023 5:00:00 AM,6/24/2023 5:00:00 AM,2023,"SIDNEY DR, VALADE CRES W",East,5050170.09,Night,Matthew Luloff,1100,100,383276.9416,5037884.5729
7876,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,WHI,,Friday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,9/9/2023 5:00:00 AM,9/8/2023 5:00:00 AM,2023,"LONGFIELDS DR, VIA CAMPANALE AVE",West,5050141.17,Evening,Wilson Lo,900,2000,364036.9298,5016248.1593
7877,2013,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,GRY,,Friday,N,Hunt Club East - Western Community,Ward 16 - River,Sector 35,6/25/2023 5:00:00 AM,6/16/2023 5:00:00 AM,2023,"FINCH PRIV, PINSON PRIV, SHEARWATER PRIV",East,5050002.05,Morning,Riley Brockington,1400,700,369725.1576,5023365.1543
7878,2006,"TOYOTA/ TOYOTA MOTOR CO., LTD.",SEQUOIA,Suv,BLK,,Friday,N,Cummings,Ward 13 - Rideau-Rockcliffe,Sector 32,9/9/2023 5:00:00 AM,9/8/2023 5:00:00 AM,2023,"CUMMINGS AVE, GARDENVALE RD",East,5050061.00,Evening,Rawlson King,900,2200,372403.9111,5033031.5782
7879,2021,JEEP (1989 AND AFTER),,Suv,BLK,,Saturday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,6/25/2023 5:00:00 AM,6/24/2023 5:00:00 AM,2023,"ANDRE AUDET AVE, PONDHAWK WAY, SWITCH GRASS CRES",West,5050141.25,Evening,David Hill,1200,2300,364969.5457,5011969.61
7880,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Automobile,WHI,,Saturday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,9/9/2023 5:00:00 AM,9/9/2023 5:00:00 AM,2023,"BRAMBLING WAY, EXCURSION WAY",West,5050141.25,Morning,David Hill,600,600,364382.0598,5012331.276
7881,2021,CHEVROLET,,Automobile,GRY,,Sunday,Y,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/25/2023 5:00:00 AM,6/25/2023 5:00:00 AM,2023,"FOXBOROUGH PRIV, FOXBOROUGH PRIV",East,5050120.03,Night,Tim Tierney,300,100,375343.4247,5034472.5559
7882,2015,VOLKSWAGEN,,Automobile,RED,,Sunday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,9/10/2023 5:00:00 AM,9/10/2023 5:00:00 AM,2023,"BRUYERE ST, KING EDWARD AVE",Central,5050056.00,Night,Stéphanie Plante,200,200,368140.896,5033038.5874
7883,1998,CHEVROLET,CAVALIER,Automobile,BLK,,Saturday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,6/25/2023 5:00:00 AM,6/3/2023 5:00:00 AM,2023,"BARRETTE ST, MARIER AVE",Central,5050103.00,Evening,Stéphanie Plante,1600,1800,369634.8987,5033887.5921
7884,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,WHI,,Monday,N,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,9/12/2023 5:00:00 AM,9/11/2023 5:00:00 AM,2023,"CRAMER DR, LAMBERT DR",West,5050135.02,Evening,Sean Devine,700,2000,360531.8679,5021247.4847
7885,2010,HYUNDAI,,Automobile,GRY,,Sunday,Y,West Centertown,Ward 14 - Somerset,Sector 22,6/25/2023 5:00:00 AM,6/25/2023 5:00:00 AM,2023,"ROCHESTER ST, ROCHESTER ST",Central,5050041.00,Morning,Ariel Troster,1100,1100,366352.8943,5030499.5659
7886,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Automobile,GRY,50000,Tuesday,Y,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,9/12/2023 5:00:00 AM,9/12/2023 5:00:00 AM,2023,"HOGAN ST, MEADOWLANDS DR",West,5050131.02,Morning,Sean Devine,800,800,366124.092,5024894.4972
7887,2020,JAGUAR,,Suv,BLK,,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,6/26/2023 5:00:00 AM,6/25/2023 5:00:00 AM,2023,"KILBIRNIE DR, CHENOA WAY",West,5050141.26,Afternoon,David Hill,1300,1700,365846.0017,5011846.0571
7888,2022,GENERAL MOTORS CORP.,YUKON,Suv,BLK,,Tuesday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,9/12/2023 5:00:00 AM,9/12/2023 5:00:00 AM,2023,"BELCOURT BLVD, BELVAL CRES N",East,5050125.05,Night,Laura Dudas,500,200,381691.4198,5036326.3713
7889,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,,,Monday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,6/26/2023 5:00:00 AM,6/26/2023 5:00:00 AM,2023,"STONEPATH CRES N, WEST RIDGE DR N",West,5050151.04,Night,Glen Gower,400,300,348748.7697,5013600.4264
7890,2014,"YAMAHA MOTOR COMPANY, LTD.",,Other,BLU,,Monday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,9/12/2023 5:00:00 AM,9/11/2023 5:00:00 AM,2023,"KING EDWARD AVE, ST. ANDREW ST",Central,5050056.00,Evening,Stéphanie Plante,1400,1800,368182.8959,5032969.5863
